acid,country,year,quarter_of_year,month_of_year,week_of_year,freq_signup,freq_sportsapp,freq_survey,freq_raffle,freq_reviews,freq_email,freq_adiclub_email,freq_pn,freq_adiclub_pn,freq_transactions,freq_earn_points,freq_points_redemption,freq_rewards_redemption,freq_confirmed,freq_dotcom,freq_flagshipapp,freq_hype,freq_pdp,freq_plp,freq_add_to_cart,freq_preference,freq_wishlist,refresh_date,engagement_score
F68PW1XTSP2KOGSG,GB,2022,4,12,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2024-03-04,3
L6EMXWHOZ1J80GAY,GB,2022,4,11,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2024-03-04,3
TBIMK5XAFK7BRHBY,GB,2022,4,12,51,0,0,0,0,0,2,0,0,0,4,4,0,0,0,0,14,0,12,10,4,0,6,2024-03-04,56
L29S533O5R74Z8FO,GB,2022,4,10,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,2024-03-04,9
9XN9GT5K4S5M5CPR,GB,2022,4,10,44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-04,1
9XJDOP8MG0EFM75B,GB,2022,4,11,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,11,6,6,0,8,2024-03-04,45
L4R0M9Y39Q6OT8FL,GB,2022,4,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2024-03-04,3
551MCDT96JEWT01Q,GB,2022,4,11,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2024-03-04,3
7E93SJ6GXBD3B6QX,GB,2022,4,12,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,2024-03-04,5
Q2V0GVDSCQ0OEPEN,GB,2022,4,12,51,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,2024-03-04,5
UHBZAN0CWCXS0IBG,GB,2022,4,12,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,2024-03-04,6
J92APN8RYBFXSEMX,GB,2022,4,12,49,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,4,0,3,1,1,0,0,2024-03-04,13
SBULOB7NPXFMOZL1,GB,2022,4,11,44,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2024-03-04,3
VHJY9LUF8N1FAE2C,GB,2022,4,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2024-03-04,3
B512P3V6LFC41IIP,GB,2022,4,10,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2024-03-04,3
0JEKX3R41EGKQH95,GB,2022,4,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2024-03-04,3
R8GGBD0JDA96VD7E,GB,2022,4,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,1,0,0,0,0,2024-03-04,14
TTN7CS3I7Z05B598,GB,2022,4,10,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,1,2,0,2,2024-03-04,15
AUFV3W4ISJDR3CIJ,GB,2022,4,11,48,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,2024-03-04,6
T5H51T4FM8SB6GAN,GB,2022,4,12,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,0,0,2024-03-04,7
QNPU2JVYPXQ4O8PZ,GB,2022,4,12,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2024-03-04,2
U09M3U83UD147XCQ,GB,2022,4,10,40,0,0,0,0,0,0,0,0,0,2,2,0,0,0,3,0,0,1,2,1,0,0,2024-03-04,11
OJH999RUNQFRATA2,GB,2022,4,12,49,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,1,0,1,0,0,2024-03-04,7
3AJ5WQGPQK5MYOCN,GB,2022,4,12,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,7,0,0,0,2024-03-04,22
F5PH1T5ZVHIB7B6F,GB,2022,4,10,40,0,0,0,0,0,1,0,0,0,0,2,1,1,0,9,0,0,5,2,2,0,0,2024-03-04,23
62801416-3C42-7FBF-0BCA-416A2E86B893,GB,2022,4,11,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,2,0,0,0,2024-03-04,12
10I9O6MQ0LZ200MZ,GB,2022,4,11,46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-03-04,2
5F4RP0KPDTP8EZV3,GB,2022,4,11,46,0,0,0,0,1,1,0,0,0,0,2,0,0,0,7,0,0,1,5,1,2,0,2024-03-04,20
FEFRL5M0P0GXJLGE,GB,2022,4,12,51,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,2024-03-04,8
5H9FJRH5U8YZABAG,GB,2022,4,10,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,5,0,0,0,2024-03-04,14
Q0NCDYX8LEYRK9FQ,GB,2022,4,11,47,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,2,2,1,0,0,2024-03-04,10
D9C6IGFSC2MTM77N,GB,2022,4,12,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,14,0,2,6,2024-03-04,54
4U0HVSNP7P3Y7ILN,GB,2022,4,12,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,10,8,0,0,4,2024-03-04,34
165V4SS1C6LIJD8G,GB,2022,4,10,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2024-03-04,3
RAO6GOTRRD4SE62C,GB,2022,4,11,47,1,0,1,1,1,2,1,0,0,1,1,0,1,0,2,0,0,2,1,0,2,0,2024-03-04,17
2FYXNJRAQPZWFKKL,GB,2022,4,11,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2024-03-04,4
KG3WEFPDC6ND9WWM,GB,2022,4,10,42,0,0,0,0,0,4,0,0,0,0,2,0,0,0,5,0,0,3,4,2,0,0,2024-03-04,20
F94RT1H9TFM6JHV5,GB,2022,4,12,52,0,0,0,0,0,1,0,0,0,1,1,0,0,0,3,1,0,4,4,2,0,0,2024-03-04,17
K2C0POJACN03TG57,GB,2022,4,10,43,0,14,0,2,0,2,2,0,0,0,13,0,0,0,0,8,0,3,4,2,0,0,2024-03-04,50
424T2H1Q2IILYDYC,GB,2022,4,10,41,0,0,0,0,0,2,0,0,0,1,1,0,0,0,9,0,0,7,4,3,0,0,2024-03-04,27
6OAKZ160CO5LPYHL,GB,2022,4,11,48,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2024-03-04,4
044IX0UFN0MTP82L,GB,2022,4,10,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2024-03-04,3
531C39F9-EB23-25D0-6AC7-8614926DBB6E,GB,2022,4,10,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2024-03-04,4
SI6Q5KA51CSUVY1H,GB,2022,4,10,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,1,0,0,2024-03-04,13
X6YBY8BW953Y4QDD,GB,2022,4,12,48,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2024-03-04,9
OMMAPC2D3GJOPE0Z,GB,2022,4,11,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2024-03-04,3
ZZPTSCD5D05BH2YU,GB,2022,4,10,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2024-03-04,2
H1RIHNIJM0TD60J4,GB,2022,4,12,49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,2024-03-04,4
F6TOLMOPZPDN7LL8,GB,2022,4,10,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,2,0,0,2024-03-04,10
RGCUOTZPAZVRFW2U,GB,2022,4,10,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2024-03-04,3
VHHV75J9VK16OAAT,GB,2022,4,11,47,0,0,0,0,0,2,1,0,0,2,3,0,0,0,8,0,0,4,4,2,0,0,2024-03-04,26
LQ7JTBRJ5MXB5XEL,GB,2022,4,12,52,0,0,0,0,2,0,0,0,0,0,2,0,0,0,7,12,0,11,4,3,0,3,2024-03-04,44
R0KFPSXZSI0H3IHC,GB,2022,4,10,44,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2024-03-04,3
3HJEVTM7BM80Q2SY,GB,2022,4,12,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,2024-03-04,5
TU4TL3FH4A25C09Z,GB,2022,4,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,2024-03-04,6
LVWW2N9XW0S5YEIN,GB,2022,4,11,45,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,2,2,2,0,0,2024-03-04,11
58IA426V1SHUVABR,GB,2022,4,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,1,2024-03-04,10
4F2GB3YF0LL9S77Q,GB,2022,4,10,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,2,0,0,0,2024-03-04,10
8NK1GXFBCPODARZ0,GB,2022,4,10,39,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,2024-03-04,5
806WQNYCSH24I6N5,GB,2022,4,11,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2024-03-04,3
N003IW6GQWKQFEPM,GB,2022,4,10,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,2024-03-04,4
TUBGA14J64KAVB10,GB,2022,4,10,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,2024-03-04,4
JHAANRXFZ30MUHYL,GB,2022,4,12,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2024-03-04,3
X4SCI04AVTLVOROC,GB,2022,4,10,42,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,4,0,0,0,0,2024-03-04,22
FWLZYUZ4U7HZ7HSY,GB,2022,4,10,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,0,0,1,2024-03-04,15
53A5T0169MXBFB0N,GB,2022,4,11,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2024-03-04,1
7V3VHPBBWLZEDFFI,GB,2022,4,10,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2024-03-04,2
ZI7SQG8UTUP766TZ,GB,2022,4,11,45,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,10,0,9,4,3,0,0,2024-03-04,29
FNBQ8Y1IGPB120XX,GB,2022,4,12,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,2024-03-04,9
5AK3ELHLCO0T92OH,GB,2022,4,12,50,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,2024-03-04,5
R9H1Y96HPSDNOSS6,GB,2022,4,10,43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,3,0,0,0,2024-03-04,8
Q42KBKUGDZ8BMMJI,GB,2022,4,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,2024-03-04,5
W5L7KR9919LCAKJX,GB,2022,4,10,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2024-03-04,2
L8RBRYSNO1S0EW26,GB,2022,4,12,48,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-03-04,3
CNYWLO2M4KJO5CJ9,GB,2022,4,10,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,2024-03-04,5
443FPHYWX1NVQMDH,GB,2022,4,10,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,44,0,0,0,2024-03-04,88
5GVXHVLGDXIZFFAV,GB,2022,4,12,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2024-03-04,1
ZLQEQX1XYFI3PYRG,GB,2022,4,10,40,1,0,0,0,0,4,0,0,0,1,2,0,1,0,3,0,0,2,2,2,0,0,2024-03-04,18
80Z7UU8MJT49IEWL,GB,2022,4,10,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-03-04,1
630W5LYJV0VBWXTK,GB,2022,4,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,0,0,2024-03-04,7
A4IDWFTXHGNO21VC,GB,2022,4,11,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2024-03-04,3
QW9U5Z1URPV7SGYK,GB,2022,4,10,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-03-04,1
1I7RD5Y4ITSM84E4,GB,2022,4,11,47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2,3,0,0,0,2024-03-04,9
3R0DSQGLLL696D28,GB,2022,4,11,48,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,2024-03-04,5
PPBFDMVNEH3XCL23,GB,2022,4,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,2024-03-04,6
XULXI7V6CEKLXG73,GB,2022,4,10,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2024-03-04,3
2IYNAJ64B2FYWPXS,GB,2022,4,11,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2024-03-04,3
K78N6AQW6064W0HU,GB,2022,4,11,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,2024-03-04,5
PSDRQ7FWE4FBI8O3,GB,2022,4,10,42,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2024-03-04,4
EFYS7AWL1SYTK8N0,GB,2022,4,11,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2024-03-04,3
K7EW510J7NR1A18H,GB,2022,4,12,49,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,4,4,1,0,2,2024-03-04,18
Q7KR2E8H78M9N9TE,GB,2022,4,11,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2024-03-04,3
H2NX8I13CGNCU2RE,GB,2022,4,12,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2024-03-04,1
1G1ZO4QVQZQ5E57B,GB,2022,4,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2024-03-04,3
6CI69AVU8S4T51VK,GB,2022,4,11,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,2024-03-04,5
V8QC7K4OP5GKB2UF,GB,2022,4,11,46,0,0,0,0,0,2,0,0,0,1,1,0,0,0,15,0,0,15,9,2,0,0,2024-03-04,45
CWV9IVIJEQL1V3MZ,GB,2022,4,10,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,5,6,1,0,0,2024-03-04,25
GD8OEMO32DQMBB1V,GB,2022,4,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,2024-03-04,6
6EHPICGKCYJ1JQ30,GB,2022,4,10,41,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,2024-03-04,6
PTVKDNM5VLPY3OOI,GB,2022,4,10,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2024-03-04,2
E1Y7LD0YNFQBLFUD,GB,2022,4,12,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,0,0,2024-03-04,6
HQW78WS4CBMV7BDQ,GB,2022,4,11,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,3,0,0,0,0,2024-03-04,7
KAO9OO6IVTIDWHTA,GB,2022,4,12,49,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,0,2,0,2024-03-04,8
TOMYX6SSJ0YYW6CM,GB,2022,4,12,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,2024-03-04,4
P70VEVAE95054FDS,GB,2022,4,11,46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,2,0,0,0,2024-03-04,7
Q8W6M7H0IOY83NYH,GB,2022,4,11,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,1,0,0,2024-03-04,7
2CAO2Q6RACHHJ1OE,GB,2022,4,10,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,2024-03-04,6
GALDB2A8Y5A1JCPE,GB,2022,4,11,47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2024-03-04,5
L1AY0ZEOZW3OGN05,GB,2022,4,11,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,1,0,1,2024-03-04,14
MMPA87VYKFD9NEAS,GB,2022,4,10,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2024-03-04,4
7AAEBLKGNABSMTVZ,GB,2022,4,10,44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,1,0,0,2024-03-04,5
ET3QOZQHBYM6NENM,GB,2022,4,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,2024-03-04,6
LCAPZR0M5JI9UFIZ,GB,2022,4,11,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2024-03-04,1
TMSPRRZNEKYD5KJG,GB,2022,4,11,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2024-03-04,2
TFZDMU29ZM9A8X0S,GB,2022,4,10,42,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,10,0,6,5,4,0,0,2024-03-04,30
0QLD55ZCE1ITR978,GB,2022,4,12,49,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,1,0,0,0,2024-03-04,8
1LILEYRXDXNLPATK,GB,2022,4,11,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2024-03-04,3
W4SUEL6D734KLNE6,GB,2022,4,12,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2024-03-04,3
FHLLK71I4KD5XUDS,GB,2022,4,11,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,0,0,2024-03-04,7
C8LM23X76TGQ1XLM,GB,2022,4,12,49,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,3,2,2,0,1,2024-03-04,14
P7I3TVFJYFLXS8VN,GB,2022,4,11,44,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,7,0,6,6,2,0,1,2024-03-04,26
HP3ETFELWZY2ZYV7,GB,2022,4,12,49,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,6,4,0,0,2,2024-03-04,20
62WG0OKSUZHLFE6P,GB,2022,4,12,49,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,2,2,2,0,0,2024-03-04,11
RAQFTXBMNJJHELB1,GB,2022,4,12,49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2024-03-04,3
0CZNRAYWAPKHZ633,GB,2022,4,12,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,2024-03-04,5
M70R8L3J9X2TAZY9,GB,2022,4,10,42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2024-03-04,4
PH8CA20YT0N62CZH,GB,2022,4,10,43,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,4,0,4,0,2,0,0,2024-03-04,18
0RUSQDRR9YOJYEFO,GB,2022,4,11,47,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2024-03-04,3
F6PEMDEXO0YCZHVI,GB,2022,4,12,49,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,2024-03-04,8
7IV8HIPISIBUFAZN,GB,2022,4,11,46,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,11,0,9,4,3,1,2,2024-03-04,33
0YE6G02JK8EPHM4I,GB,2022,4,11,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,0,0,2024-03-04,6
L5JHZ71NZT43FIBF,GB,2022,4,11,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,2024-03-04,4
QI5404IK1RA354BW,GB,2022,4,10,41,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,2024-03-04,8
IN5BOOADW07I20DH,GB,2022,4,11,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-03-04,1
ZOME3FVGPKKCRYRD,GB,2022,4,11,46,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,2024-03-04,6
E4QSB9MJYIF4CFBO,GB,2022,4,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2024-03-04,2
HS0BEDSDUW64D006,GB,2022,4,12,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,10,21,1,0,0,2024-03-04,55
PNMV0N4VKG3W96CS,GB,2022,4,11,44,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2024-03-04,6
V272QX8M0FTXQJ00,GB,2022,4,11,48,1,0,0,0,0,3,1,0,0,1,1,0,0,0,5,27,0,20,8,4,1,2,2024-03-04,74
W2F2IVG3CNGYZA2A,GB,2022,4,12,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,2024-03-04,4
WKH4MTCDI9H183KC,GB,2022,4,12,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,6,0,0,2,2024-03-04,17
WGJ93J0Z284BROBP,GB,2022,4,10,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,2024-03-04,7
KK9U2TZHLOEYU7T6,GB,2022,4,10,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2024-03-04,2
WO0PRZCGZXPSR9XF,GB,2022,4,12,52,0,0,0,0,0,1,1,0,0,1,2,0,0,0,1,1,0,1,1,1,2,0,2024-03-04,12
KWVL3773YC9M76O7,GB,2022,4,11,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2024-03-04,1
58BKME4X37WBI4W0,GB,2022,4,11,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,6,0,5,4,0,0,2,2024-03-04,21
MODW1ZRHKIH62CAH,GB,2022,4,10,40,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,2024-03-04,5
E724IAGNIXT9BB62,GB,2022,4,11,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2024-03-04,3
GOIUB83YYJSG9NU7,GB,2022,4,11,48,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,1,0,1,0,2024-03-04,7
CEFKJPV64UHZ687E,GB,2022,4,10,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,2024-03-04,5
JS5AZFRR7QPD9GLO,GB,2022,4,10,41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2024-03-04,3
JL931HE24QV3HXAW,GB,2022,4,12,49,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-04,3
Q722VCCW6R9Z6D63,GB,2022,4,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,2024-03-04,6
SH1CSDUBN0II7G2Z,GB,2022,4,11,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-03-04,1
SJWTSWWGT9Y8V6YK,GB,2022,4,11,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2024-03-04,1
79XG5TNDX03KSK7L,GB,2022,4,11,46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-03-04,2
89AILQK8L8N2P8OW,GB,2022,4,12,50,0,0,1,0,0,3,1,0,0,1,1,0,0,0,2,0,0,1,1,1,0,0,2024-03-04,12
I51HB6BS9G4OBHGG,GB,2022,4,10,42,0,0,0,0,0,2,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,2024-03-04,7
BN2WSE3FNWQJEV2P,GB,2022,4,11,45,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4,0,0,3,4,1,0,0,2024-03-04,15
NRK9XJJKE5V5SBRO,GB,2022,4,11,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2024-03-04,3
K1WUE2PFI7FMSGI2,GB,2022,4,12,50,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,0,4,5,3,0,0,2024-03-04,24
14HR32AOF6RCFFBH,GB,2022,4,12,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,3,0,0,2024-03-04,15
2JK1Q31Z885VHK0I,GB,2022,4,11,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,2,4,1,0,0,2024-03-04,12
L3TI5FZ9AUM7WTSQ,GB,2022,4,10,39,0,0,0,0,0,2,0,0,0,2,3,0,0,0,2,0,0,1,2,1,0,0,2024-03-04,13
XZLRB91XO8753BCT,GB,2022,4,10,40,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,6,0,5,5,1,0,1,2024-03-04,21
99PIBS8PTMIIU2QG,GB,2022,4,10,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-03-04,1
URWFS44CGARS9FDL,GB,2022,4,10,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,2024-03-04,5
9WG2ZGQAFWAT51M1,GB,2022,4,11,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2024-03-04,2
ME7F8ATUI11HILE5,GB,2022,4,10,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2024-03-04,2
